r,t,f,y,ProductionByTechnologyAnnual
"Greece","BATT","GRGAS",2020,0
"Greece","BATT","GRGAS",2021,0
"Greece","BATT","GRGAS",2022,0
"Greece","BATT","GRGAS",2023,0
"Greece","BATT","GRGAS",2024,0
"Greece","BATT","GRGAS",2025,0
"Greece","BATT","GRGAS",2026,0
"Greece","BATT","GRGAS",2027,0
"Greece","BATT","GRGAS",2028,0
"Greece","BATT","GRGAS",2029,0
"Greece","BATT","GRGAS",2030,0
"Greece","BATT","GRGAS",2031,0
"Greece","BATT","GRGAS",2032,0
"Greece","BATT","GRGAS",2033,0
"Greece","BATT","GRGAS",2034,0
"Greece","BATT","GRGAS",2035,0
"Greece","BATT","GRGAS",2036,0
"Greece","BATT","GRGAS",2037,0
"Greece","BATT","GRGAS",2038,0
"Greece","BATT","GRGAS",2039,0
"Greece","BATT","GRGAS",2040,0
"Greece","BATT","GRGAS",2041,0
"Greece","BATT","GRGAS",2042,0
"Greece","BATT","GRGAS",2043,0
"Greece","BATT","GRGAS",2044,0
"Greece","BATT","GRGAS",2045,0
"Greece","BATT","GRGAS",2046,0
"Greece","BATT","GRGAS",2047,0
"Greece","BATT","GRGAS",2048,0
"Greece","BATT","GRGAS",2049,0
"Greece","BATT","GRGAS",2050,0
"Greece","BATT","GROIL",2019,0
"Greece","BATT","GROIL",2020,0
"Greece","BATT","GROIL",2021,0
"Greece","BATT","GROIL",2022,0
"Greece","BATT","GROIL",2023,0
"Greece","BATT","GROIL",2024,0
"Greece","BATT","GROIL",2025,0
"Greece","BATT","GROIL",2026,0
"Greece","BATT","GROIL",2027,0
"Greece","BATT","GROIL",2028,0
"Greece","BATT","GROIL",2029,0
"Greece","BATT","GROIL",2030,0
"Greece","BATT","GROIL",2031,0
"Greece","BATT","GROIL",2032,0
"Greece","BATT","GROIL",2033,0
"Greece","BATT","GROIL",2034,0
"Greece","BATT","GROIL",2035,0
"Greece","BATT","GROIL",2036,0
"Greece","BATT","GROIL",2037,0
"Greece","BATT","GROIL",2038,0
"Greece","BATT","GROIL",2039,0
"Greece","BATT","GROIL",2040,0
"Greece","BATT","GROIL",2041,0
"Greece","BATT","GROIL",2042,0
"Greece","BATT","GROIL",2043,0
"Greece","BATT","GROIL",2044,0
"Greece","BATT","GROIL",2045,0
"Greece","BATT","GROIL",2046,0
"Greece","BATT","GROIL",2047,0
"Greece","BATT","GROIL",2048,0
"Greece","BATT","GROIL",2049,0
"Greece","BATT","GROIL",2050,0
"Greece","GEOPWR_H","ALEL",2019,0
"Greece","GEOPWR_H","ALEL",2020,0
"Greece","GEOPWR_H","ALEL",2021,0
"Greece","GEOPWR_H","ALEL",2022,0
"Greece","GEOPWR_H","ALEL",2023,0
"Greece","GEOPWR_H","ALEL",2024,0
"Greece","GEOPWR_H","ALEL",2025,0
"Greece","GEOPWR_H","ALEL",2026,0
"Greece","GEOPWR_H","ALEL",2027,0
"Greece","GEOPWR_H","ALEL",2028,0
"Greece","GEOPWR_H","ALEL",2029,0
"Greece","GEOPWR_H","ALEL",2030,0
"Greece","GEOPWR_H","ALEL",2031,0
"Greece","GEOPWR_H","ALEL",2032,0
"Greece","GEOPWR_H","ALEL",2033,0
"Greece","GEOPWR_H","ALEL",2034,0
"Greece","GEOPWR_H","ALEL",2035,0
"Greece","GEOPWR_H","ALEL",2036,0
"Greece","GEOPWR_H","ALEL",2037,0
"Greece","GEOPWR_H","ALEL",2038,0
"Greece","GEOPWR_H","ALEL",2039,0
"Greece","GEOPWR_H","ALEL",2040,0
"Greece","GEOPWR_H","ALEL",2041,0
"Greece","GEOPWR_H","ALEL",2042,0
"Greece","GEOPWR_H","ALEL",2043,0
"Greece","GEOPWR_H","ALEL",2044,0
"Greece","GEOPWR_H","ALEL",2045,0
"Greece","GEOPWR_H","ALEL",2046,0
"Greece","GEOPWR_H","ALEL",2047,0
"Greece","GEOPWR_H","ALEL",2048,0
"Greece","GEOPWR_H","ALEL",2049,0
"Greece","GEOPWR_H","ALEL",2050,0
"Greece","GEOPWR_H","ELDISFIN",2019,0
"Greece","GEOPWR_H","ELDISFIN",2020,0
"Greece","GEOPWR_H","ELDISFIN",2021,0
"Greece","GEOPWR_H","ELDISFIN",2022,0
"Greece","GEOPWR_H","ELDISFIN",2023,0
"Greece","GEOPWR_H","ELDISFIN",2024,0
"Greece","GEOPWR_H","ELDISFIN",2025,0
"Greece","GEOPWR_H","ELDISFIN",2026,0
"Greece","GEOPWR_H","ELDISFIN",2027,0
"Greece","GEOPWR_H","ELDISFIN",2028,0
"Greece","GEOPWR_H","ELDISFIN",2029,0
"Greece","GEOPWR_H","ELDISFIN",2030,0
"Greece","GEOPWR_H","ELDISFIN",2031,0
"Greece","GEOPWR_H","ELDISFIN",2032,0
"Greece","GEOPWR_H","ELDISFIN",2033,0
"Greece","GEOPWR_H","ELDISFIN",2034,0
"Greece","GEOPWR_H","ELDISFIN",2035,0
"Greece","GEOPWR_H","ELDISFIN",2036,0
"Greece","GEOPWR_H","ELDISFIN",2037,0
"Greece","GEOPWR_H","ELDISFIN",2038,0
"Greece","GEOPWR_H","ELDISFIN",2039,0
"Greece","GEOPWR_H","ELDISFIN",2040,0
"Greece","GEOPWR_H","ELDISFIN",2041,0
"Greece","GEOPWR_H","ELDISFIN",2042,0
"Greece","GEOPWR_H","ELDISFIN",2043,0
"Greece","GEOPWR_H","ELDISFIN",2044,0
"Greece","GEOPWR_H","ELDISFIN",2045,0
"Greece","GEOPWR_H","ELDISFIN",2046,0
"Greece","GEOPWR_H","ELDISFIN",2047,0
"Greece","GEOPWR_H","ELDISFIN",2048,0
"Greece","GEOPWR_H","ELDISFIN",2049,0
"Greece","GEOPWR_H","ELDISFIN",2050,0
"Greece","GEOPWR_H","ELPOWTRANS",2019,0
"Greece","GEOPWR_H","ELPOWTRANS",2020,0
"Greece","GEOPWR_H","ELPOWTRANS",2021,0
"Greece","GEOPWR_H","ELPOWTRANS",2022,0
"Greece","GEOPWR_H","ELPOWTRANS",2023,0
"Greece","GEOPWR_H","ELPOWTRANS",2024,0
"Greece","GEOPWR_H","ELPOWTRANS",2025,0
"Greece","GEOPWR_H","ELPOWTRANS",2026,0
"Greece","GEOPWR_H","ELPOWTRANS",2027,0
"Greece","GEOPWR_H","ELPOWTRANS",2028,0
"Greece","GEOPWR_H","ELPOWTRANS",2029,0
"Greece","GEOPWR_H","ELPOWTRANS",2030,0
"Greece","GEOPWR_H","ELPOWTRANS",2031,0
"Greece","GEOPWR_H","ELPOWTRANS",2032,0
"Greece","GEOPWR_H","ELPOWTRANS",2033,0
"Greece","GEOPWR_H","ELPOWTRANS",2034,0
"Greece","GEOPWR_H","ELPOWTRANS",2035,2.88611453464444
"Greece","GEOPWR_H","ELPOWTRANS",2036,2.6471238783332
"Greece","GEOPWR_H","ELPOWTRANS",2037,2.53484004095851
"Greece","GEOPWR_H","ELPOWTRANS",2038,2.39284077091044
"Greece","GEOPWR_H","ELPOWTRANS",2039,2.3715072
"Greece","GEOPWR_H","ELPOWTRANS",2040,2.3715072
"Greece","GEOPWR_H","ELPOWTRANS",2041,2.39634866114898
"Greece","GEOPWR_H","ELPOWTRANS",2042,2.47882547076115
"Greece","GEOPWR_H","ELPOWTRANS",2043,2.48002214353864
"Greece","GEOPWR_H","ELPOWTRANS",2044,2.64320538620455
"Greece","GEOPWR_H","ELPOWTRANS",2045,2.59726491663934
"Greece","GEOPWR_H","ELPOWTRANS",2046,2.59873816881325
"Greece","GEOPWR_H","ELPOWTRANS",2047,2.28884428813198
"Greece","GEOPWR_H","ELPOWTRANS",2048,2.1192192
"Greece","GEOPWR_H","ELPOWTRANS",2049,2.87366790044718
"Greece","GEOPWR_H","ELPOWTRANS",2050,2.87534029115818
"Greece","GEOPWR_H","ELRE",2019,0
"Greece","GEOPWR_H","ELRE",2020,0
"Greece","GEOPWR_H","ELRE",2021,0
"Greece","GEOPWR_H","ELRE",2022,0
"Greece","GEOPWR_H","ELRE",2023,0
"Greece","GEOPWR_H","ELRE",2024,0
"Greece","GEOPWR_H","ELRE",2025,0
"Greece","GEOPWR_H","ELRE",2026,0
"Greece","GEOPWR_H","ELRE",2027,0
"Greece","GEOPWR_H","ELRE",2028,0
"Greece","GEOPWR_H","ELRE",2029,0
"Greece","GEOPWR_H","ELRE",2030,0
"Greece","GEOPWR_H","ELRE",2031,0
"Greece","GEOPWR_H","ELRE",2032,0
"Greece","GEOPWR_H","ELRE",2033,0
"Greece","GEOPWR_H","ELRE",2034,0
"Greece","GEOPWR_H","ELRE",2035,0
"Greece","GEOPWR_H","ELRE",2036,0
"Greece","GEOPWR_H","ELRE",2037,0
"Greece","GEOPWR_H","ELRE",2038,0
"Greece","GEOPWR_H","ELRE",2039,0
"Greece","GEOPWR_H","ELRE",2040,0
"Greece","GEOPWR_H","ELRE",2041,0
"Greece","GEOPWR_H","ELRE",2042,0
"Greece","GEOPWR_H","ELRE",2043,0
"Greece","GEOPWR_H","ELRE",2044,0
"Greece","GEOPWR_H","ELRE",2045,0
"Greece","GEOPWR_H","ELRE",2046,0
"Greece","GEOPWR_H","ELRE",2047,0
"Greece","GEOPWR_H","ELRE",2048,0
"Greece","GEOPWR_H","ELRE",2049,0
"Greece","GEOPWR_H","ELRE",2050,0
"Greece","GEOPWR_H","ELTRDIS",2019,0
"Greece","GEOPWR_H","ELTRDIS",2020,0
"Greece","GEOPWR_H","ELTRDIS",2021,0
"Greece","GEOPWR_H","ELTRDIS",2022,0
"Greece","GEOPWR_H","ELTRDIS",2023,0
"Greece","GEOPWR_H","ELTRDIS",2024,0
"Greece","GEOPWR_H","ELTRDIS",2025,0
"Greece","GEOPWR_H","ELTRDIS",2026,0
"Greece","GEOPWR_H","ELTRDIS",2027,0
"Greece","GEOPWR_H","ELTRDIS",2028,0
"Greece","GEOPWR_H","ELTRDIS",2029,0
"Greece","GEOPWR_H","ELTRDIS",2030,0
"Greece","GEOPWR_H","ELTRDIS",2031,0
"Greece","GEOPWR_H","ELTRDIS",2032,0
"Greece","GEOPWR_H","ELTRDIS",2033,0
"Greece","GEOPWR_H","ELTRDIS",2034,0
"Greece","GEOPWR_H","ELTRDIS",2035,0
"Greece","GEOPWR_H","ELTRDIS",2036,0
"Greece","GEOPWR_H","ELTRDIS",2037,0
"Greece","GEOPWR_H","ELTRDIS",2038,0
"Greece","GEOPWR_H","ELTRDIS",2039,0
"Greece","GEOPWR_H","ELTRDIS",2040,0
"Greece","GEOPWR_H","ELTRDIS",2041,0
"Greece","GEOPWR_H","ELTRDIS",2042,0
"Greece","GEOPWR_H","ELTRDIS",2043,0
"Greece","GEOPWR_H","ELTRDIS",2044,0
"Greece","GEOPWR_H","ELTRDIS",2045,0
"Greece","GEOPWR_H","ELTRDIS",2046,0
"Greece","GEOPWR_H","ELTRDIS",2047,0
"Greece","GEOPWR_H","ELTRDIS",2048,0
"Greece","GEOPWR_H","ELTRDIS",2049,0
"Greece","GEOPWR_H","ELTRDIS",2050,0
"Greece","GEOPWR_H","GRBIOMASS",2019,0
"Greece","GEOPWR_H","GRBIOMASS",2020,0
"Greece","GEOPWR_H","GRBIOMASS",2021,0
"Greece","GEOPWR_H","GRBIOMASS",2022,0
"Greece","GEOPWR_H","GRBIOMASS",2023,0
"Greece","GEOPWR_H","GRBIOMASS",2024,0
"Greece","GEOPWR_H","GRBIOMASS",2025,0
"Greece","GEOPWR_H","GRBIOMASS",2026,0
"Greece","GEOPWR_H","GRBIOMASS",2027,0
"Greece","GEOPWR_H","GRBIOMASS",2028,0
"Greece","GEOPWR_H","GRBIOMASS",2029,0
"Greece","GEOPWR_H","GRBIOMASS",2030,0
"Greece","GEOPWR_H","GRBIOMASS",2031,0
"Greece","GEOPWR_H","GRBIOMASS",2032,0
"Greece","GEOPWR_H","GRBIOMASS",2033,0
"Greece","GEOPWR_H","GRBIOMASS",2034,0
"Greece","GEOPWR_H","GRBIOMASS",2035,0
"Greece","GEOPWR_H","GRBIOMASS",2036,0
"Greece","GEOPWR_H","GRBIOMASS",2037,0
"Greece","GEOPWR_H","GRBIOMASS",2038,0
"Greece","GEOPWR_H","GRBIOMASS",2039,0
"Greece","GEOPWR_H","GRBIOMASS",2040,0
"Greece","GEOPWR_H","GRBIOMASS",2041,0
"Greece","GEOPWR_H","GRBIOMASS",2042,0
"Greece","GEOPWR_H","GRBIOMASS",2043,0
"Greece","GEOPWR_H","GRBIOMASS",2044,0
"Greece","GEOPWR_H","GRBIOMASS",2045,0
"Greece","GEOPWR_H","GRBIOMASS",2046,0
"Greece","GEOPWR_H","GRBIOMASS",2047,0
"Greece","GEOPWR_H","GRBIOMASS",2048,0
"Greece","GEOPWR_H","GRBIOMASS",2049,0
"Greece","GEOPWR_H","GRBIOMASS",2050,0
"Greece","GEOPWR_H","GRCOAL",2019,0
"Greece","GEOPWR_H","GRCOAL",2020,0
"Greece","GEOPWR_H","GRCOAL",2021,0
"Greece","GEOPWR_H","GRCOAL",2022,0
"Greece","GEOPWR_H","GRCOAL",2023,0
"Greece","GEOPWR_H","GRCOAL",2024,0
"Greece","GEOPWR_H","GRCOAL",2025,0
"Greece","GEOPWR_H","GRCOAL",2026,0
"Greece","GEOPWR_H","GRCOAL",2027,0
"Greece","GEOPWR_H","GRCOAL",2028,0
"Greece","GEOPWR_H","GRCOAL",2029,0
"Greece","GEOPWR_H","GRCOAL",2030,0
"Greece","GEOPWR_H","GRCOAL",2031,0
"Greece","GEOPWR_H","GRCOAL",2032,0
"Greece","GEOPWR_H","GRCOAL",2033,0
"Greece","GEOPWR_H","GRCOAL",2034,0
"Greece","GEOPWR_H","GRCOAL",2035,0
"Greece","GEOPWR_H","GRCOAL",2036,0
"Greece","GEOPWR_H","GRCOAL",2037,0
"Greece","GEOPWR_H","GRCOAL",2038,0
"Greece","GEOPWR_H","GRCOAL",2039,0
"Greece","GEOPWR_H","GRCOAL",2040,0
"Greece","GEOPWR_H","GRCOAL",2041,0
"Greece","GEOPWR_H","GRCOAL",2042,0
"Greece","GEOPWR_H","GRCOAL",2043,0
"Greece","GEOPWR_H","GRCOAL",2044,0
"Greece","GEOPWR_H","GRCOAL",2045,0
"Greece","GEOPWR_H","GRCOAL",2046,0
"Greece","GEOPWR_H","GRCOAL",2047,0
"Greece","GEOPWR_H","GRCOAL",2048,0
"Greece","GEOPWR_H","GRCOAL",2049,0
"Greece","GEOPWR_H","GRCOAL",2050,0
"Greece","GEOPWR_H","GRDIESEL",2019,0
"Greece","GEOPWR_H","GRDIESEL",2020,0
"Greece","GEOPWR_H","GRDIESEL",2021,0
"Greece","GEOPWR_H","GRDIESEL",2022,0
"Greece","GEOPWR_H","GRDIESEL",2023,0
"Greece","GEOPWR_H","GRDIESEL",2024,0
"Greece","GEOPWR_H","GRDIESEL",2025,0
"Greece","GEOPWR_H","GRDIESEL",2026,0
"Greece","GEOPWR_H","GRDIESEL",2027,0
"Greece","GEOPWR_H","GRDIESEL",2028,0
"Greece","GEOPWR_H","GRDIESEL",2029,0
"Greece","GEOPWR_H","GRDIESEL",2030,0
"Greece","GEOPWR_H","GRDIESEL",2031,0
"Greece","GEOPWR_H","GRDIESEL",2032,0
"Greece","GEOPWR_H","GRDIESEL",2033,0
"Greece","GEOPWR_H","GRDIESEL",2034,0
"Greece","GEOPWR_H","GRDIESEL",2035,0
"Greece","GEOPWR_H","GRDIESEL",2036,0
"Greece","GEOPWR_H","GRDIESEL",2037,0
"Greece","GEOPWR_H","GRDIESEL",2038,0
"Greece","GEOPWR_H","GRDIESEL",2039,0
"Greece","GEOPWR_H","GRDIESEL",2040,0
"Greece","GEOPWR_H","GRDIESEL",2041,0
"Greece","GEOPWR_H","GRDIESEL",2042,0
"Greece","GEOPWR_H","GRDIESEL",2043,0
"Greece","GEOPWR_H","GRDIESEL",2044,0
"Greece","GEOPWR_H","GRDIESEL",2045,0
"Greece","GEOPWR_H","GRDIESEL",2046,0
"Greece","GEOPWR_H","GRDIESEL",2047,0
"Greece","GEOPWR_H","GRDIESEL",2048,0
"Greece","GEOPWR_H","GRDIESEL",2049,0
"Greece","GEOPWR_H","GRDIESEL",2050,0
"Greece","GEOPWR_H","GRGAS",2019,0
"Greece","GEOPWR_H","GRGAS",2020,0
"Greece","GEOPWR_H","GRGAS",2021,0
"Greece","GEOPWR_H","GRGAS",2022,0
"Greece","GEOPWR_H","GRGAS",2023,0
"Greece","GEOPWR_H","GRGAS",2024,0
"Greece","GEOPWR_H","GRGAS",2025,0
"Greece","GEOPWR_H","GRGAS",2026,0
"Greece","GEOPWR_H","GRGAS",2027,0
"Greece","GEOPWR_H","GRGAS",2028,0
"Greece","GEOPWR_H","GRGAS",2029,0
"Greece","GEOPWR_H","GRGAS",2030,0
"Greece","GEOPWR_H","GRGAS",2031,0
"Greece","GEOPWR_H","GRGAS",2032,0
"Greece","GEOPWR_H","GRGAS",2033,0
"Greece","GEOPWR_H","GRGAS",2034,0
"Greece","GEOPWR_H","GRGAS",2035,0
"Greece","GEOPWR_H","GRGAS",2036,0
"Greece","GEOPWR_H","GRGAS",2037,0
"Greece","GEOPWR_H","GRGAS",2038,0
"Greece","GEOPWR_H","GRGAS",2039,0
"Greece","GEOPWR_H","GRGAS",2040,0
"Greece","GEOPWR_H","GRGAS",2041,0
"Greece","GEOPWR_H","GRGAS",2042,0
"Greece","GEOPWR_H","GRGAS",2043,0
"Greece","GEOPWR_H","GRGAS",2044,0
"Greece","GEOPWR_H","GRGAS",2045,0
"Greece","GEOPWR_H","GRGAS",2046,0
"Greece","GEOPWR_H","GRGAS",2047,0
"Greece","GEOPWR_H","GRGAS",2048,0
"Greece","GEOPWR_H","GRGAS",2049,0
"Greece","GEOPWR_H","GRGAS",2050,0
"Greece","GEOPWR_H","GROIL",2019,0
"Greece","GEOPWR_H","GROIL",2020,0
"Greece","GEOPWR_H","GROIL",2021,0
"Greece","GEOPWR_H","GROIL",2022,0
"Greece","GEOPWR_H","GROIL",2023,0
"Greece","GEOPWR_H","GROIL",2024,0
"Greece","GEOPWR_H","GROIL",2025,0
"Greece","GEOPWR_H","GROIL",2026,0
"Greece","GEOPWR_H","GROIL",2027,0
"Greece","GEOPWR_H","GROIL",2028,0
"Greece","GEOPWR_H","GROIL",2029,0
"Greece","GEOPWR_H","GROIL",2030,0
"Greece","GEOPWR_H","GROIL",2031,0
"Greece","GEOPWR_H","GROIL",2032,0
"Greece","GEOPWR_H","GROIL",2033,0
"Greece","GEOPWR_H","GROIL",2034,0
"Greece","GEOPWR_H","GROIL",2035,0
"Greece","GEOPWR_H","GROIL",2036,0
"Greece","GEOPWR_H","GROIL",2037,0
"Greece","GEOPWR_H","GROIL",2038,0
"Greece","GEOPWR_H","GROIL",2039,0
"Greece","GEOPWR_H","GROIL",2040,0
"Greece","GEOPWR_H","GROIL",2041,0
"Greece","GEOPWR_H","GROIL",2042,0
"Greece","GEOPWR_H","GROIL",2043,0
"Greece","GEOPWR_H","GROIL",2044,0
"Greece","GEOPWR_H","GROIL",2045,0
"Greece","GEOPWR_H","GROIL",2046,0
"Greece","GEOPWR_H","GROIL",2047,0
"Greece","GEOPWR_H","GROIL",2048,0
"Greece","GEOPWR_H","GROIL",2049,0
"Greece","GEOPWR_H","GROIL",2050,0
"Greece","GEOPWR_M","ALEL",2019,0
"Greece","GEOPWR_M","ALEL",2020,0
"Greece","GEOPWR_M","ALEL",2021,0
"Greece","GEOPWR_M","ALEL",2022,0
"Greece","GEOPWR_M","ALEL",2023,0
"Greece","GEOPWR_M","ALEL",2024,0
"Greece","GEOPWR_M","ALEL",2025,0
"Greece","GEOPWR_M","ALEL",2026,0
"Greece","GEOPWR_M","ALEL",2027,0
"Greece","GEOPWR_M","ALEL",2028,0
"Greece","GEOPWR_M","ALEL",2029,0
"Greece","GEOPWR_M","ALEL",2030,0
"Greece","GEOPWR_M","ALEL",2031,0
"Greece","GEOPWR_M","ALEL",2032,0
"Greece","GEOPWR_M","ALEL",2033,0
"Greece","GEOPWR_M","ALEL",2034,0
"Greece","GEOPWR_M","ALEL",2035,0
"Greece","GEOPWR_M","ALEL",2036,0
"Greece","GEOPWR_M","ALEL",2037,0
"Greece","GEOPWR_M","ALEL",2038,0
"Greece","GEOPWR_M","ALEL",2039,0
"Greece","GEOPWR_M","ALEL",2040,0
"Greece","GEOPWR_M","ALEL",2041,0
"Greece","GEOPWR_M","ALEL",2042,0
"Greece","GEOPWR_M","ALEL",2043,0
"Greece","GEOPWR_M","ALEL",2044,0
"Greece","GEOPWR_M","ALEL",2045,0
"Greece","GEOPWR_M","ALEL",2046,0
"Greece","GEOPWR_M","ALEL",2047,0
"Greece","GEOPWR_M","ALEL",2048,0
"Greece","GEOPWR_M","ALEL",2049,0
"Greece","GEOPWR_M","ALEL",2050,0
"Greece","GEOPWR_M","ELDISFIN",2019,0
"Greece","GEOPWR_M","ELDISFIN",2020,0
"Greece","GEOPWR_M","ELDISFIN",2021,0
"Greece","GEOPWR_M","ELDISFIN",2022,0
"Greece","GEOPWR_M","ELDISFIN",2023,0
"Greece","GEOPWR_M","ELDISFIN",2024,0
"Greece","GEOPWR_M","ELDISFIN",2025,0
"Greece","GEOPWR_M","ELDISFIN",2026,0
"Greece","GEOPWR_M","ELDISFIN",2027,0
"Greece","GEOPWR_M","ELDISFIN",2028,0
"Greece","GEOPWR_M","ELDISFIN",2029,0
"Greece","GEOPWR_M","ELDISFIN",2030,0
"Greece","GEOPWR_M","ELDISFIN",2031,0
"Greece","GEOPWR_M","ELDISFIN",2032,0
"Greece","GEOPWR_M","ELDISFIN",2033,0
"Greece","GEOPWR_M","ELDISFIN",2034,0
"Greece","GEOPWR_M","ELDISFIN",2035,0
"Greece","GEOPWR_M","ELDISFIN",2036,0
"Greece","GEOPWR_M","ELDISFIN",2037,0
"Greece","GEOPWR_M","ELDISFIN",2038,0
"Greece","GEOPWR_M","ELDISFIN",2039,0
"Greece","GEOPWR_M","ELDISFIN",2040,0
"Greece","GEOPWR_M","ELDISFIN",2041,0
"Greece","GEOPWR_M","ELDISFIN",2042,0
"Greece","GEOPWR_M","ELDISFIN",2043,0
"Greece","GEOPWR_M","ELDISFIN",2044,0
"Greece","GEOPWR_M","ELDISFIN",2045,0
"Greece","GEOPWR_M","ELDISFIN",2046,0
"Greece","GEOPWR_M","ELDISFIN",2047,0
"Greece","GEOPWR_M","ELDISFIN",2048,0
"Greece","GEOPWR_M","ELDISFIN",2049,0
"Greece","GEOPWR_M","ELDISFIN",2050,0
"Greece","GEOPWR_M","ELPOWTRANS",2019,0
"Greece","GEOPWR_M","ELPOWTRANS",2020,0
"Greece","GEOPWR_M","ELPOWTRANS",2021,0
"Greece","GEOPWR_M","ELPOWTRANS",2022,0
"Greece","GEOPWR_M","ELPOWTRANS",2023,0
"Greece","GEOPWR_M","ELPOWTRANS",2024,0
"Greece","GEOPWR_M","ELPOWTRANS",2025,0
"Greece","GEOPWR_M","ELPOWTRANS",2026,0
"Greece","GEOPWR_M","ELPOWTRANS",2027,0
"Greece","GEOPWR_M","ELPOWTRANS",2028,0
"Greece","GEOPWR_M","ELPOWTRANS",2029,0
"Greece","GEOPWR_M","ELPOWTRANS",2030,0
"Greece","GEOPWR_M","ELPOWTRANS",2031,0
"Greece","GEOPWR_M","ELPOWTRANS",2032,0
"Greece","GEOPWR_M","ELPOWTRANS",2033,0
"Greece","GEOPWR_M","ELPOWTRANS",2034,0
"Greece","GEOPWR_M","ELPOWTRANS",2035,0
"Greece","GEOPWR_M","ELPOWTRANS",2036,0
"Greece","GEOPWR_M","ELPOWTRANS",2037,0
"Greece","GEOPWR_M","ELPOWTRANS",2038,0
"Greece","GEOPWR_M","ELPOWTRANS",2039,0
"Greece","GEOPWR_M","ELPOWTRANS",2040,0
"Greece","GEOPWR_M","ELPOWTRANS",2041,0
"Greece","GEOPWR_M","ELPOWTRANS",2042,0
"Greece","GEOPWR_M","ELPOWTRANS",2043,0
"Greece","GEOPWR_M","ELPOWTRANS",2044,0
"Greece","GEOPWR_M","ELPOWTRANS",2045,0
"Greece","GEOPWR_M","ELPOWTRANS",2046,0
"Greece","GEOPWR_M","ELPOWTRANS",2047,0
"Greece","GEOPWR_M","ELPOWTRANS",2048,2.649024
"Greece","GEOPWR_M","ELPOWTRANS",2049,8.21972677467455
"Greece","GEOPWR_M","ELPOWTRANS",2050,8.22332384409655
"Greece","GEOPWR_M","ELRE",2019,0
"Greece","GEOPWR_M","ELRE",2020,0
"Greece","GEOPWR_M","ELRE",2021,0
"Greece","GEOPWR_M","ELRE",2022,0
"Greece","GEOPWR_M","ELRE",2023,0
"Greece","GEOPWR_M","ELRE",2024,0
"Greece","GEOPWR_M","ELRE",2025,0
"Greece","GEOPWR_M","ELRE",2026,0
"Greece","GEOPWR_M","ELRE",2027,0
"Greece","GEOPWR_M","ELRE",2028,0
"Greece","GEOPWR_M","ELRE",2029,0
"Greece","GEOPWR_M","ELRE",2030,0
"Greece","GEOPWR_M","ELRE",2031,0
"Greece","GEOPWR_M","ELRE",2032,0
"Greece","GEOPWR_M","ELRE",2033,0
"Greece","GEOPWR_M","ELRE",2034,0
"Greece","GEOPWR_M","ELRE",2035,0
"Greece","GEOPWR_M","ELRE",2036,0
"Greece","GEOPWR_M","ELRE",2037,0
"Greece","GEOPWR_M","ELRE",2038,0
"Greece","GEOPWR_M","ELRE",2039,0
"Greece","GEOPWR_M","ELRE",2040,0
"Greece","GEOPWR_M","ELRE",2041,0
"Greece","GEOPWR_M","ELRE",2042,0
"Greece","GEOPWR_M","ELRE",2043,0
"Greece","GEOPWR_M","ELRE",2044,0
"Greece","GEOPWR_M","ELRE",2045,0
"Greece","GEOPWR_M","ELRE",2046,0
"Greece","GEOPWR_M","ELRE",2047,0
"Greece","GEOPWR_M","ELRE",2048,0
"Greece","GEOPWR_M","ELRE",2049,0
"Greece","GEOPWR_M","ELRE",2050,0
"Greece","GEOPWR_M","ELTRDIS",2019,0
"Greece","GEOPWR_M","ELTRDIS",2020,0
"Greece","GEOPWR_M","ELTRDIS",2021,0
"Greece","GEOPWR_M","ELTRDIS",2022,0
"Greece","GEOPWR_M","ELTRDIS",2023,0
"Greece","GEOPWR_M","ELTRDIS",2024,0
"Greece","GEOPWR_M","ELTRDIS",2025,0
"Greece","GEOPWR_M","ELTRDIS",2026,0
"Greece","GEOPWR_M","ELTRDIS",2027,0
"Greece","GEOPWR_M","ELTRDIS",2028,0
"Greece","GEOPWR_M","ELTRDIS",2029,0
"Greece","GEOPWR_M","ELTRDIS",2030,0
"Greece","GEOPWR_M","ELTRDIS",2031,0
"Greece","GEOPWR_M","ELTRDIS",2032,0
"Greece","GEOPWR_M","ELTRDIS",2033,0
"Greece","GEOPWR_M","ELTRDIS",2034,0
"Greece","GEOPWR_M","ELTRDIS",2035,0
"Greece","GEOPWR_M","ELTRDIS",2036,0
"Greece","GEOPWR_M","ELTRDIS",2037,0
"Greece","GEOPWR_M","ELTRDIS",2038,0
"Greece","GEOPWR_M","ELTRDIS",2039,0
"Greece","GEOPWR_M","ELTRDIS",2040,0
"Greece","GEOPWR_M","ELTRDIS",2041,0
"Greece","GEOPWR_M","ELTRDIS",2042,0
"Greece","GEOPWR_M","ELTRDIS",2043,0
"Greece","GEOPWR_M","ELTRDIS",2044,0
"Greece","GEOPWR_M","ELTRDIS",2045,0
"Greece","GEOPWR_M","ELTRDIS",2046,0
"Greece","GEOPWR_M","ELTRDIS",2047,0
"Greece","GEOPWR_M","ELTRDIS",2048,0
"Greece","GEOPWR_M","ELTRDIS",2049,0
"Greece","GEOPWR_M","ELTRDIS",2050,0
"Greece","GEOPWR_M","GRBIOMASS",2019,0
"Greece","GEOPWR_M","GRBIOMASS",2020,0
"Greece","GEOPWR_M","GRBIOMASS",2021,0
